productividad,edad,sexo,hijos,años_empresa,satisfaccion_equipo,horas_formacion_mes,distancia_oficina_km,departamento,estres_reportado,bono_anual,jornada_continua
26,31,Hombre,No,22,8,4.8,8.8,Marketing,1,3.7,Sí
29,33,Mujer,No,29,10,3.0,3.0,IT,6,7.8,No
28,51,Mujer,No,0,10,5.6,3.7,IT,2,1.2,No
20,62,Hombre,Sí,15,5,3.3,20.2,IT,4,7.3,No
25,22,Hombre,No,30,7,11.3,0.3,IT,5,3.0,No
27,26,Mujer,Sí,23,10,6.3,3.3,RRHH,8,2.8,No
25,41,Hombre,Sí,4,3,16.8,7.4,IT,6,7.4,No
29,29,Hombre,No,8,2,6.3,0.8,RRHH,2,1.4,Sí
24,64,Hombre,No,9,6,2.2,4.7,Ventas,5,0.9,No
28,33,Mujer,Sí,12,5,15.2,1.4,Ventas,5,2.6,Sí
26,22,Hombre,No,14,9,6.5,10.1,Operaciones,6,7.2,No
32,41,No binario,Sí,11,10,1.9,2.0,IT,1,1.6,Sí
25,49,Mujer,No,4,4,7.8,2.0,IT,8,1.4,No
22,64,No binario,No,4,3,3.5,4.6,IT,3,5.7,No
34,58,Mujer,Sí,30,9,14.9,1.0,Ventas,5,2.3,No
28,58,Hombre,Sí,27,8,4.8,1.7,Marketing,7,2.8,No
28,33,Hombre,Sí,27,6,10.4,2.7,Ventas,3,10.6,No
19,58,Hombre,No,29,1,0.8,2.2,IT,10,1.8,No
25,65,Hombre,Sí,17,10,4.0,3.7,IT,6,1.6,Sí
28,49,Mujer,Sí,11,1,30.0,4.6,Operaciones,5,1.9,No
23,36,Hombre,No,26,6,13.2,4.2,IT,7,0.8,No
16,27,Hombre,No,2,3,1.4,5.3,Ventas,10,1.6,No
31,65,Hombre,Sí,25,3,2.6,1.8,IT,3,6.6,Sí
20,41,Mujer,No,24,6,3.2,0.7,Ventas,2,4.0,Sí
25,35,Hombre,Sí,6,3,8.4,7.2,Ventas,4,10.6,No
27,23,Hombre,No,16,10,11.3,9.5,Ventas,3,3.2,No
24,30,Hombre,Sí,18,6,11.1,1.5,IT,4,3.9,No
26,58,Mujer,Sí,27,5,5.7,2.6,Ventas,7,2.4,No
32,41,Mujer,No,17,4,13.3,3.5,IT,5,6.6,No
28,47,Hombre,Sí,0,8,4.6,3.8,Operaciones,4,10.6,No
21,50,Hombre,No,24,2,1.1,5.4,Marketing,6,4.4,Sí
23,22,Hombre,Sí,23,7,6.6,0.2,Ventas,7,1.3,Sí
32,56,Hombre,Sí,30,4,24.3,6.4,Ventas,5,6.2,Sí
18,27,Mujer,No,4,2,12.6,0.3,Marketing,7,3.9,No
30,58,Mujer,No,26,7,6.9,3.2,Operaciones,3,0.5,No
17,26,Hombre,No,27,1,8.3,8.8,Ventas,7,1.6,No
29,54,Mujer,Sí,1,4,21.3,3.0,RRHH,3,5.3,No
26,35,Hombre,Sí,0,9,4.5,0.8,IT,6,7.4,No
25,33,Mujer,Sí,6,4,3.2,21.0,IT,8,3.8,No
33,63,Mujer,Sí,28,3,30.0,11.0,Operaciones,6,5.4,No
30,41,Hombre,No,10,10,15.9,7.4,Marketing,10,12.0,No
34,45,Mujer,No,10,10,3.1,2.7,Operaciones,3,7.8,No
26,64,Hombre,Sí,30,2,5.0,1.0,IT,5,1.2,No
25,55,Hombre,Sí,17,3,4.3,14.2,IT,9,7.4,No
15,46,Hombre,Sí,16,1,1.3,3.8,Marketing,8,2.9,No
27,50,Hombre,Sí,1,10,25.3,9.6,IT,6,1.0,No
24,60,Mujer,Sí,6,8,4.1,2.1,IT,9,5.9,Sí
29,52,Mujer,No,6,1,16.7,2.0,Ventas,2,0.7,No
16,64,Mujer,No,9,3,1.7,21.2,Ventas,9,5.4,No
20,44,Mujer,No,21,3,6.4,3.7,IT,10,2.8,No
15,65,Mujer,No,20,2,0.2,0.8,Marketing,10,3.9,No
24,59,Hombre,No,2,5,11.6,1.2,Operaciones,6,8.8,No
27,41,Mujer,No,29,10,7.0,3.3,IT,9,3.3,No
25,44,Hombre,Sí,11,3,7.9,0.2,Marketing,4,1.7,No
20,37,Mujer,No,2,3,0.4,3.1,Ventas,5,2.9,No
26,63,Mujer,No,10,8,1.9,2.7,Operaciones,2,4.2,No
22,29,Hombre,Sí,28,4,0.6,7.6,IT,3,1.3,No
26,42,Mujer,No,11,4,2.7,2.2,RRHH,1,2.8,No
21,22,Mujer,Sí,24,3,7.9,20.2,RRHH,4,6.4,No
26,29,Mujer,No,3,1,6.7,1.0,IT,2,6.5,No
34,50,Hombre,No,24,8,7.6,4.5,IT,2,7.4,Sí
29,53,Hombre,No,15,1,6.4,0.5,Operaciones,1,3.1,No
26,59,Hombre,No,19,7,2.6,6.6,Ventas,10,2.6,Sí
26,26,Hombre,No,17,5,2.2,26.3,Marketing,2,5.6,Sí
23,43,Hombre,No,30,4,1.2,8.6,Operaciones,4,9.0,No
25,55,Mujer,No,3,4,15.1,4.1,IT,6,5.5,No
21,22,Hombre,No,21,8,7.7,3.3,Operaciones,7,3.2,No
21,47,Mujer,No,5,6,1.7,9.0,Operaciones,7,0.7,No
24,64,Mujer,No,20,1,1.6,13.7,Marketing,7,8.2,No
28,31,Mujer,No,30,10,16.5,22.6,Ventas,4,4.1,Sí
32,51,Hombre,No,14,8,10.9,2.5,IT,5,1.9,No
25,39,Mujer,No,0,2,8.6,23.5,Ventas,3,5.0,Sí
25,38,Mujer,No,2,6,4.2,0.8,RRHH,1,4.5,No
25,47,Hombre,Sí,4,9,2.4,1.5,RRHH,8,4.6,Sí
27,29,Hombre,Sí,21,1,30.0,0.5,Marketing,10,1.3,Sí
32,61,Mujer,No,29,6,12.8,1.6,IT,7,4.6,Sí
28,33,Hombre,Sí,16,8,2.9,7.3,Ventas,9,2.2,No
31,48,Hombre,Sí,29,10,15.0,9.6,RRHH,10,6.6,No
25,29,Hombre,No,13,2,11.4,7.5,Marketing,4,1.5,No
24,46,Hombre,Sí,8,5,2.8,5.0,Operaciones,5,4.6,No
21,25,Mujer,Sí,29,6,4.4,3.6,Marketing,5,1.4,No
20,54,Hombre,No,2,5,1.6,6.2,RRHH,7,3.7,No
16,22,Mujer,No,25,3,0.9,2.5,Marketing,9,3.0,No
24,40,Mujer,No,12,4,10.3,9.2,Marketing,8,8.6,No
23,52,Mujer,No,2,7,2.5,5.7,IT,7,5.7,No
31,37,Mujer,No,10,4,13.7,6.0,Operaciones,1,2.6,No
37,35,Mujer,Sí,1,9,30.0,3.8,Marketing,10,2.0,Sí
23,26,Hombre,No,23,10,0.6,10.8,IT,6,0.9,Sí
24,62,Mujer,No,14,2,5.1,1.5,Ventas,10,2.8,Sí
24,47,Mujer,Sí,12,5,13.0,2.4,IT,9,2.0,No
27,49,Mujer,Sí,18,8,12.4,7.5,IT,7,6.5,No
27,23,Mujer,No,21,5,11.4,3.4,IT,1,6.5,No
25,27,Hombre,Sí,15,10,3.4,11.0,Ventas,9,3.7,No
24,30,Hombre,No,17,8,4.8,2.1,IT,3,1.8,No
26,54,Mujer,Sí,6,8,7.2,2.3,Ventas,9,3.4,No
36,62,Hombre,No,12,9,29.2,11.0,RRHH,4,5.1,Sí
27,46,Mujer,No,3,10,3.2,3.1,IT,9,5.8,No
28,34,Hombre,Sí,8,6,20.5,3.6,IT,8,7.8,No
21,30,Hombre,Sí,29,4,2.5,2.0,Ventas,7,15.0,No
33,34,Hombre,No,9,3,30.0,1.6,IT,4,3.0,No
26,52,Hombre,No,8,5,8.9,5.3,IT,9,5.4,No
24,62,Mujer,No,6,6,5.0,0.6,RRHH,4,1.2,Sí
30,32,Hombre,No,14,3,7.6,10.6,RRHH,1,2.1,No
17,25,No binario,No,27,2,2.5,7.6,Ventas,6,2.8,No
21,55,Mujer,Sí,7,7,2.6,1.1,Marketing,4,6.4,No
23,59,Hombre,Sí,18,5,1.0,5.9,Ventas,10,12.1,Sí
26,25,Mujer,Sí,10,9,1.0,4.6,Operaciones,3,3.5,No
19,59,Mujer,No,4,3,3.4,1.0,Operaciones,5,2.2,No
29,40,Mujer,Sí,1,8,11.5,1.6,IT,3,3.3,No
25,27,Hombre,Sí,9,6,7.5,2.6,Marketing,9,2.6,No
23,55,Mujer,No,15,4,0.9,6.0,RRHH,6,3.1,No
35,39,Mujer,No,22,9,15.3,5.1,Marketing,3,6.6,No
25,34,Hombre,Sí,12,5,7.4,3.8,Marketing,5,2.4,Sí
32,62,Hombre,Sí,7,10,25.9,7.3,Operaciones,8,3.2,No
25,44,Mujer,No,8,6,8.9,7.1,IT,8,8.0,No
31,40,Hombre,No,10,9,1.5,4.8,Marketing,6,4.3,No
23,32,Mujer,No,10,7,5.1,7.7,RRHH,5,2.9,No
22,22,Hombre,Sí,22,5,8.4,2.0,Marketing,5,3.4,Sí
30,45,Mujer,No,25,2,0.2,10.7,Marketing,1,1.0,Sí
22,28,Mujer,No,30,4,0.1,4.8,Ventas,2,0.1,Sí
17,46,Hombre,Sí,15,2,1.1,8.6,IT,4,1.7,No
27,42,Hombre,No,9,3,2.3,4.0,Ventas,6,6.8,No
23,36,Mujer,Sí,28,10,4.5,1.2,IT,7,7.9,No
21,22,Mujer,Sí,23,3,5.3,3.9,IT,1,2.0,No
23,33,Mujer,No,11,4,1.2,2.3,Operaciones,8,0.8,No
28,28,Hombre,Sí,24,6,9.0,6.0,Marketing,1,6.9,No
19,36,Hombre,Sí,5,3,7.3,3.2,RRHH,9,1.9,No
36,42,Hombre,No,27,10,2.8,9.0,IT,4,2.7,Sí
20,40,Mujer,No,11,1,0.1,5.7,RRHH,7,5.8,No
21,50,Hombre,No,9,1,0.6,5.8,Marketing,6,0.6,Sí
23,46,Hombre,No,17,9,4.0,1.2,Marketing,9,1.6,No
29,54,Mujer,Sí,17,9,1.3,20.8,IT,2,0.9,No
26,53,Mujer,No,3,5,3.8,9.2,IT,7,2.0,No
31,56,Hombre,No,30,9,7.9,7.8,Marketing,5,5.8,No
20,65,Hombre,No,8,7,6.3,2.0,IT,7,9.6,No
26,59,Mujer,No,6,9,2.1,3.8,Operaciones,1,3.9,No
24,47,Mujer,No,17,7,3.4,0.7,Operaciones,10,5.8,Sí
23,32,Hombre,No,7,9,7.6,3.9,Operaciones,9,0.6,No
30,56,Mujer,No,10,2,15.8,0.8,Marketing,1,3.9,Sí
30,29,Mujer,Sí,6,8,11.2,4.0,Operaciones,5,3.1,No
23,35,Hombre,No,8,7,6.4,5.2,RRHH,8,5.3,No
30,31,Hombre,Sí,7,6,3.6,2.5,IT,1,5.8,Sí
22,23,Mujer,Sí,2,5,3.6,3.5,IT,7,0.8,Sí
24,30,Mujer,Sí,16,4,16.9,10.4,Ventas,2,2.4,No
22,24,Hombre,No,1,7,0.3,0.6,Ventas,7,7.0,No
27,42,Mujer,No,14,3,30.0,7.8,Ventas,7,3.7,No
28,47,Mujer,No,13,8,8.7,0.9,Ventas,9,0.4,No
22,29,Hombre,No,28,2,9.1,0.2,Marketing,6,2.1,No
18,23,Mujer,No,17,1,0.3,1.0,IT,4,0.5,Sí
18,27,Mujer,Sí,15,2,7.4,7.2,IT,7,6.8,No
31,49,Hombre,Sí,19,9,5.3,2.6,RRHH,7,4.5,No
28,50,Hombre,No,21,5,0.9,10.3,RRHH,4,2.8,Sí
24,47,Hombre,No,3,8,2.6,3.7,Operaciones,2,2.5,No
29,46,Mujer,No,24,3,17.7,0.1,Marketing,9,7.4,No
30,33,No binario,No,19,7,6.4,6.3,IT,8,2.8,No
21,26,Hombre,Sí,5,2,4.3,0.6,IT,5,5.0,No
24,55,Mujer,No,5,8,0.6,7.8,Ventas,5,2.7,No
32,58,Mujer,No,25,7,10.0,0.9,Ventas,1,8.7,Sí
23,36,Mujer,No,10,5,9.7,2.1,IT,9,7.2,No
27,65,Hombre,Sí,25,4,7.6,7.2,Operaciones,10,1.4,Sí
19,57,Hombre,No,16,1,5.7,15.4,Ventas,8,3.8,No
27,36,Hombre,No,23,5,4.6,2.3,Ventas,5,6.6,Sí
28,64,Mujer,Sí,27,9,7.2,8.8,Ventas,10,11.8,No
27,44,Hombre,No,2,10,2.1,1.1,Marketing,6,0.8,Sí
26,27,Mujer,No,30,4,22.7,8.2,IT,10,2.5,Sí
25,65,Hombre,No,12,9,7.1,5.4,IT,10,1.5,No
22,64,Hombre,No,21,2,3.0,1.1,Ventas,8,2.2,Sí
24,42,Mujer,No,2,4,4.8,1.8,IT,6,4.4,Sí
28,44,Mujer,No,15,9,13.1,0.7,Ventas,10,1.5,No
23,64,Hombre,Sí,14,4,1.4,2.4,IT,4,5.2,Sí
24,37,Hombre,Sí,10,5,2.8,1.1,Ventas,3,2.3,Sí
28,36,No binario,Sí,17,8,9.1,5.2,RRHH,7,3.8,Sí
24,46,Hombre,No,14,1,3.0,26.0,IT,2,3.0,Sí
22,57,Hombre,No,4,1,12.6,0.1,Marketing,7,2.5,No
29,32,Mujer,No,15,9,1.1,3.9,IT,1,2.2,No
30,36,Hombre,No,29,9,11.5,4.3,IT,10,4.4,No
20,25,Hombre,No,15,4,0.6,12.3,Ventas,5,1.7,Sí
23,42,Hombre,No,16,2,0.1,3.5,IT,9,3.0,No
30,34,Hombre,Sí,8,9,18.3,3.9,IT,1,5.3,No
26,43,Hombre,No,26,4,7.0,3.2,IT,8,4.1,No
24,40,Hombre,No,22,6,3.5,1.6,Marketing,9,2.8,No
17,55,Hombre,No,2,1,2.1,0.3,RRHH,9,0.6,Sí
22,35,Hombre,No,19,9,7.7,2.6,RRHH,8,7.5,Sí
20,25,Mujer,No,12,5,5.7,0.3,Ventas,4,2.1,No
29,48,Hombre,Sí,21,3,30.0,4.0,Marketing,7,7.8,Sí
33,50,Hombre,No,2,4,30.0,1.8,Ventas,1,2.9,No
21,49,Mujer,No,27,1,8.1,3.8,Marketing,7,4.4,No
26,56,Mujer,No,6,9,4.7,0.7,IT,6,9.8,No
23,29,Hombre,No,28,8,5.4,13.5,Ventas,5,6.8,No
27,37,Mujer,No,5,4,9.2,11.2,Operaciones,1,2.7,No
15,63,Hombre,No,8,2,0.9,1.1,Marketing,8,4.3,No
25,57,Hombre,No,11,9,3.2,2.1,IT,10,3.7,Sí
26,51,Mujer,No,14,4,0.6,4.8,Ventas,1,5.1,No
35,39,Mujer,No,20,9,0.6,0.5,IT,1,6.3,No
28,23,Hombre,No,19,10,1.7,2.2,Operaciones,3,0.6,No
21,34,Hombre,No,2,3,5.3,1.4,IT,8,12.1,No
26,25,Mujer,No,9,7,12.3,12.4,Operaciones,8,2.8,Sí
26,47,Hombre,Sí,0,7,5.3,9.6,Ventas,7,7.0,Sí
26,46,Mujer,No,18,10,3.3,4.3,IT,5,5.1,No
21,51,Hombre,Sí,18,4,0.7,3.7,RRHH,8,12.2,No
25,32,Mujer,No,22,2,6.4,13.3,IT,2,4.2,Sí
22,28,Mujer,Sí,22,9,2.5,13.5,Ventas,8,5.4,No
28,52,Mujer,Sí,12,4,7.6,17.4,IT,2,1.0,No
35,65,Mujer,Sí,30,8,30.0,0.7,Marketing,10,4.0,No
20,31,Mujer,Sí,11,2,0.9,0.9,Marketing,5,7.3,Sí
22,60,Hombre,Sí,0,8,1.9,5.6,RRHH,4,4.8,No
27,34,Hombre,No,18,10,5.1,3.9,RRHH,1,1.3,No
30,52,Hombre,No,28,5,27.7,0.1,Marketing,5,7.8,No
27,28,Mujer,No,23,7,11.8,0.3,Ventas,7,15.0,No
36,63,Mujer,No,15,7,18.3,10.9,IT,1,2.8,No
36,63,Hombre,Sí,24,9,3.2,10.2,RRHH,2,4.5,No
33,57,Hombre,No,22,3,30.0,2.2,Operaciones,9,3.6,No
29,41,Hombre,Sí,22,10,0.9,11.1,Ventas,5,0.9,Sí
20,25,Mujer,Sí,27,4,0.4,4.5,IT,7,7.4,Sí
37,28,Hombre,No,14,10,15.5,8.2,IT,2,2.8,Sí
24,22,Mujer,Sí,15,4,21.0,2.8,Ventas,7,3.5,No
30,65,No binario,No,10,10,0.8,0.6,IT,7,5.6,No
25,63,Hombre,Sí,23,5,1.0,2.8,Marketing,7,1.8,Sí
25,34,Hombre,No,5,6,0.3,3.1,Ventas,5,1.5,No
20,43,Hombre,No,10,3,0.9,4.0,RRHH,9,5.1,No
26,42,Hombre,Sí,2,4,1.9,0.6,RRHH,2,8.9,No
30,43,Hombre,No,14,3,28.1,23.8,Operaciones,4,1.6,No
25,49,Hombre,Sí,0,2,8.8,1.4,Ventas,2,3.7,Sí
28,30,Mujer,No,6,10,12.1,1.1,IT,8,5.9,Sí
30,47,Hombre,Sí,0,9,12.0,3.7,IT,1,10.2,No
23,30,Mujer,No,16,1,6.1,3.9,IT,9,2.8,Sí
22,36,Mujer,No,8,2,12.8,2.9,IT,5,2.6,No
26,31,Mujer,Sí,28,8,7.2,7.4,RRHH,3,3.1,No
27,45,Hombre,No,25,7,3.0,3.6,Ventas,4,4.6,No
24,63,Mujer,No,22,1,6.6,4.7,Operaciones,1,4.6,No
28,29,Hombre,No,12,5,6.1,6.4,RRHH,3,2.1,No
31,45,Mujer,No,10,10,13.9,0.1,RRHH,8,4.0,No
35,37,Mujer,Sí,28,6,30.0,4.2,RRHH,2,3.8,No
29,47,Mujer,No,19,5,4.2,10.8,IT,2,1.2,No
24,48,Hombre,Sí,5,4,11.5,0.1,RRHH,9,3.2,Sí
21,58,Mujer,Sí,0,1,0.8,2.6,IT,5,4.2,No
25,25,Hombre,No,6,7,12.0,13.0,Operaciones,5,4.7,No
30,45,Hombre,No,11,9,3.7,2.2,Ventas,1,6.2,Sí
24,40,Hombre,No,30,6,0.3,3.1,IT,6,2.8,No
17,57,Hombre,Sí,21,3,3.6,20.0,IT,8,4.4,No
33,60,Hombre,No,19,10,7.5,1.1,IT,6,1.6,No
17,31,Mujer,Sí,22,4,1.0,0.3,IT,7,4.7,No
34,46,Mujer,Sí,18,10,20.6,9.8,IT,4,7.9,No
26,39,Hombre,Sí,16,5,0.6,10.1,Operaciones,2,2.9,No
34,40,Hombre,No,3,1,21.3,3.2,IT,1,2.0,No
19,57,Hombre,No,2,5,9.8,3.6,IT,6,3.8,No
22,31,Hombre,Sí,0,1,3.2,9.0,Ventas,9,3.4,Sí
26,54,Hombre,No,17,9,4.0,6.7,IT,10,6.0,Sí
26,26,Mujer,Sí,26,7,10.8,1.5,IT,5,5.0,No
29,56,Hombre,No,20,3,7.4,0.1,Marketing,2,6.2,No
33,65,Hombre,No,14,9,8.9,3.3,Ventas,1,2.2,Sí
22,55,Hombre,No,7,2,3.9,9.8,Ventas,3,4.2,No
22,54,Mujer,No,0,7,5.4,11.3,IT,4,1.6,No
33,42,Mujer,No,19,9,30.0,15.6,IT,7,1.2,Sí
24,38,Mujer,No,13,6,1.9,10.6,IT,9,0.8,No
26,43,Mujer,No,3,10,4.3,4.3,RRHH,8,2.9,Sí
21,58,Hombre,No,4,5,2.8,2.9,IT,9,1.4,No
29,36,Hombre,Sí,22,7,11.6,7.5,IT,7,0.7,No
21,56,Mujer,Sí,12,6,11.6,6.7,Marketing,10,2.9,No
27,49,Hombre,No,27,5,2.8,3.9,Ventas,8,7.2,No
20,28,Mujer,No,23,2,0.7,0.5,Marketing,8,3.7,No
28,53,Hombre,Sí,14,8,0.1,13.0,IT,1,5.4,No
24,32,Hombre,No,5,7,4.5,3.0,IT,9,0.9,Sí
30,31,Mujer,No,0,6,4.2,2.3,RRHH,2,7.0,Sí
29,30,Mujer,No,22,5,30.0,5.0,Ventas,7,2.7,No
21,35,Mujer,No,18,5,5.1,5.6,Operaciones,10,1.5,Sí
23,34,Hombre,No,30,9,2.4,1.2,IT,10,7.2,No
23,46,Mujer,No,12,1,17.7,9.1,Marketing,5,7.9,No
21,23,Hombre,No,28,9,5.4,1.7,Operaciones,4,4.3,No
29,56,Hombre,No,28,6,7.3,1.0,RRHH,1,6.0,No
20,28,Hombre,No,5,4,0.8,2.6,Marketing,1,2.7,No
32,42,Hombre,No,14,10,3.9,6.6,RRHH,3,3.2,No
34,39,Hombre,Sí,15,7,23.1,16.8,IT,1,3.8,No
22,24,Hombre,No,23,9,7.1,8.3,IT,8,2.5,No
26,63,Hombre,No,22,5,3.4,14.1,Ventas,3,4.1,No
24,60,Hombre,Sí,15,5,7.9,0.8,Ventas,10,2.9,No
34,62,Hombre,Sí,9,8,19.3,0.4,RRHH,2,3.9,No
24,32,Hombre,No,21,7,2.6,4.1,Ventas,6,5.1,No
26,60,Hombre,No,8,8,5.6,1.7,Ventas,4,6.6,No
32,45,Mujer,Sí,8,10,25.5,8.8,RRHH,4,2.7,Sí
23,40,Hombre,Sí,16,2,1.5,5.6,Ventas,2,6.4,Sí
26,25,Hombre,Sí,16,9,10.2,17.7,IT,2,6.8,No
21,47,Hombre,No,16,3,7.6,1.5,IT,6,6.0,No
31,59,Mujer,Sí,23,6,9.1,3.3,IT,5,5.5,No
21,63,Mujer,Sí,11,6,3.5,3.5,RRHH,9,3.6,No
22,53,Mujer,No,12,2,3.0,1.4,IT,4,4.0,No
31,60,Mujer,No,29,7,9.2,4.5,IT,5,4.0,No
28,57,Mujer,No,11,9,1.9,2.9,Marketing,1,0.8,No
29,61,Mujer,Sí,13,10,4.4,3.0,IT,2,3.7,No
22,58,Mujer,No,9,1,1.7,2.3,Marketing,3,4.6,Sí
26,54,Hombre,No,22,8,0.1,0.1,Operaciones,5,3.0,No
30,57,Hombre,No,18,2,28.1,3.7,IT,5,13.2,No
18,24,Hombre,No,28,1,4.5,2.0,IT,4,6.2,No
32,30,Mujer,No,1,8,27.9,0.0,Ventas,10,3.7,No
22,29,Mujer,Sí,3,2,1.2,1.8,Marketing,3,5.4,No
30,54,Mujer,No,18,6,7.1,1.6,Ventas,9,10.4,No
28,27,Hombre,Sí,6,6,1.8,2.5,IT,1,0.5,No
31,62,Hombre,No,25,5,12.5,0.7,RRHH,6,3.2,No
29,60,Hombre,Sí,14,8,12.2,3.5,IT,7,5.1,No
18,25,Hombre,Sí,14,3,1.0,5.9,IT,10,2.9,No
32,34,Mujer,No,23,10,19.4,5.0,RRHH,4,9.2,No
22,23,Mujer,Sí,5,4,1.7,8.1,IT,10,9.8,No
29,26,Hombre,No,2,7,7.6,3.0,Marketing,3,4.2,No
31,65,Mujer,Sí,5,7,30.0,3.7,Marketing,8,0.9,No
29,48,Hombre,Sí,30,8,17.1,8.3,Ventas,9,3.8,No
28,53,No binario,No,15,2,25.1,2.8,Operaciones,1,1.8,No
23,42,Hombre,No,1,2,3.4,6.0,Ventas,10,3.2,Sí
18,29,Hombre,No,30,4,0.9,2.9,Operaciones,9,0.8,No
29,59,Hombre,Sí,27,10,1.7,2.7,Ventas,7,9.2,Sí
31,29,Hombre,No,6,9,5.6,7.1,IT,1,2.6,No
26,24,Hombre,No,29,10,12.6,1.0,Ventas,7,0.8,No
29,65,Mujer,No,10,9,1.3,2.1,Ventas,5,3.4,No
18,24,Mujer,No,25,4,8.6,1.3,Marketing,10,2.2,No
29,43,Mujer,No,29,9,3.1,2.2,Marketing,7,3.5,Sí
23,27,Hombre,No,6,3,3.3,1.3,RRHH,9,2.1,No
26,23,Mujer,No,3,5,8.7,4.3,IT,8,1.3,No
32,44,Hombre,No,28,10,5.0,8.0,IT,6,4.6,Sí
33,65,Hombre,No,23,9,13.4,7.7,Marketing,2,3.9,No
20,23,Mujer,Sí,19,6,1.4,2.3,IT,8,3.3,No
26,59,Mujer,Sí,6,3,12.5,22.4,Marketing,4,1.3,Sí
26,38,Hombre,No,3,10,0.5,4.5,Marketing,8,1.7,No
31,56,Hombre,Sí,28,9,1.7,2.5,Ventas,7,7.7,No
25,55,No binario,Sí,11,6,8.5,9.0,RRHH,4,1.3,No
26,44,Hombre,Sí,4,4,15.4,6.5,Marketing,8,1.6,Sí
33,51,Hombre,Sí,22,4,2.3,6.9,Marketing,2,1.9,Sí
25,29,Mujer,No,28,8,3.2,1.1,Ventas,9,4.6,Sí
24,43,Hombre,No,29,7,6.2,3.2,IT,6,0.5,No
24,65,Hombre,No,29,1,1.9,9.9,IT,7,6.2,No
31,57,Hombre,Sí,28,6,13.3,3.5,IT,10,0.2,Sí
26,26,Mujer,No,25,8,11.9,5.8,Ventas,1,6.0,No
21,34,Mujer,No,18,3,1.3,4.4,RRHH,3,1.4,No
25,50,Mujer,No,25,9,5.0,9.2,Marketing,10,5.3,Sí
32,52,No binario,No,4,10,11.9,1.7,IT,5,1.9,Sí
17,37,Mujer,Sí,26,2,3.3,4.3,Ventas,7,2.4,Sí
31,63,Hombre,No,29,6,8.0,0.7,Operaciones,1,4.7,Sí
15,51,Hombre,No,18,1,0.4,5.9,Ventas,9,4.4,No
23,37,Mujer,No,20,2,7.5,6.6,RRHH,5,4.8,No
22,33,Mujer,No,29,5,1.3,0.2,Operaciones,3,6.6,No
23,38,Mujer,Sí,2,1,14.2,5.6,Marketing,7,2.1,No
19,37,Mujer,No,26,8,3.5,2.7,Operaciones,10,2.2,No
16,33,Hombre,No,25,1,2.6,0.7,Marketing,8,5.1,No
29,29,Hombre,Sí,10,9,14.7,2.7,Ventas,10,0.6,No
22,41,Hombre,No,6,10,0.4,1.1,Ventas,10,2.7,No
22,24,Hombre,Sí,28,3,4.0,2.7,IT,3,4.4,No
19,37,Hombre,Sí,16,2,3.7,2.4,Ventas,7,1.4,No
18,51,Mujer,Sí,24,1,2.7,6.7,Marketing,7,6.3,No
30,44,Mujer,Sí,8,9,19.4,7.4,IT,4,6.1,No
24,49,Hombre,No,20,4,11.1,4.7,RRHH,10,1.2,No
23,61,Hombre,Sí,8,1,0.5,0.1,IT,9,0.9,Sí
32,26,Mujer,Sí,9,1,10.0,13.4,IT,1,0.7,Sí
25,41,Hombre,No,12,7,6.0,5.8,Operaciones,1,5.2,No
29,61,Mujer,No,14,2,18.5,0.2,Ventas,5,3.9,Sí
32,65,Mujer,No,21,7,3.0,8.5,Marketing,3,6.5,No
17,22,Mujer,No,30,7,6.8,1.1,RRHH,10,5.7,No
24,51,Mujer,No,4,10,5.6,4.3,Ventas,9,12.6,No
28,42,Mujer,Sí,28,9,5.4,3.1,IT,5,3.2,No
25,41,Hombre,No,2,7,4.9,2.7,IT,7,2.2,No
16,27,Hombre,Sí,26,1,1.8,11.0,RRHH,1,6.9,No
33,43,Hombre,No,26,8,11.3,2.9,Marketing,2,2.2,No
29,39,No binario,Sí,7,8,4.8,0.4,IT,4,5.5,Sí
29,29,Hombre,No,19,4,25.5,14.7,RRHH,9,1.3,No
26,60,Hombre,No,9,8,2.4,12.7,Ventas,5,1.5,No
26,53,Mujer,No,12,4,9.2,5.8,RRHH,5,1.7,No
33,54,Mujer,Sí,30,8,22.6,3.2,Operaciones,9,3.9,Sí
27,37,Mujer,No,28,5,8.7,0.5,Operaciones,8,1.1,No
26,33,Hombre,No,2,4,16.4,7.8,RRHH,2,0.8,No
28,59,Hombre,No,28,6,14.1,0.4,IT,7,3.0,Sí
27,55,Hombre,Sí,21,2,3.6,0.4,Operaciones,1,4.6,No
19,35,Hombre,Sí,7,2,7.3,3.9,IT,10,1.4,No
19,57,Hombre,No,28,2,1.4,0.9,Marketing,9,9.4,No
35,54,Hombre,No,30,9,6.1,0.0,Ventas,3,2.5,Sí
32,44,Mujer,No,8,10,2.1,2.8,Operaciones,2,4.1,Sí
18,23,Hombre,No,29,3,10.9,0.7,Marketing,4,3.0,Sí
34,62,Mujer,No,21,10,6.0,0.9,RRHH,4,2.3,Sí
23,42,Mujer,No,20,4,4.2,0.4,Ventas,3,6.4,No
31,23,Hombre,No,11,10,2.5,1.1,RRHH,2,5.3,Sí
33,48,Mujer,Sí,10,8,30.0,6.3,RRHH,5,12.2,No
26,30,Hombre,No,1,4,0.6,8.3,Marketing,4,3.8,Sí
26,22,Hombre,Sí,17,10,0.4,3.0,IT,5,2.1,Sí
